,floors,grade,bathrooms,condition,bedrooms,lat,sqft_living,sqft_living15,zipcode,sqft_above
1357,2,8,2,3,3.0,47.5479,1540,1540,98029,1540
1358,3,8,2,3,3.0,47.6934,1270,1330,98103,1270
1359,1,7,2,3,4.0,47.775,2430,2580,98072,2430
1360,2,8,2,3,4.0,47.4501,2440,2450,98058,2440
1361,1,6,1,4,2.0,47.3221,1300,820,98010,1300
1362,2,7,1,3,3.0,47.4943,2420,1210,98045,2420
1363,1,8,1,3,2.0,47.5494,1140,1360,98126,1010
1364,2,11,3,3,4.0,47.5862,4390,3240,98040,3060
1365,1,7,1,3,3.0,47.5193,1920,2000,98118,1120
1366,2,8,2,3,3.0,47.6938,2210,1920,98052,2210
1367,1,8,1,3,3.0,47.6727,1280,1410,98115,1280
1368,1,7,1,3,3.0,47.6854,1680,1680,98115,960
1369,1,7,2,5,3.0,47.6744,1960,2040,98103,1410
1370,2,11,2,3,5.0,47.2996,3840,3270,98023,3840
1371,2,8,2,3,2.0,47.6093,750,1320,98122,750
1372,1,7,1,3,2.0,47.6455,1030,1250,98109,830
1373,1,7,2,3,4.0,47.6406,1590,2370,98102,1590
1374,1,7,1,4,2.0,47.7383,780,2200,98077,780
1375,1,9,2,3,3.0,47.6223,2600,2440,98074,2600
1376,1,6,1,3,4.0,47.4972,1450,1160,98146,1450
1377,1,7,1,4,3.0,47.525,1800,1450,98126,1200
1378,1,7,2,3,4.0,47.3472,1810,1810,98042,1230
1379,1,7,1,4,4.0,47.684,1814,1290,98115,944
1380,1,8,2,3,4.0,47.4466,3510,2530,98166,2210
1381,1,6,1,5,3.0,47.1951,960,1080,98022,960
1382,2,7,2,3,3.0,47.5415,2460,2060,98065,2460
1383,2,8,2,4,3.0,47.5783,1740,2080,98029,1740
1384,2,8,1,3,4.0,47.2659,2670,2420,98092,2670
1385,1,7,1,3,3.0,47.6619,1370,1510,98103,1370
1386,1,7,1,5,4.0,47.4487,1960,1500,98045,1340
1387,1,7,1,5,2.0,47.6846,1010,1680,98115,1010
1388,1,7,1,3,3.0,47.385,1260,1810,98038,1260
1389,1,6,1,5,2.0,47.4763,720,970,98058,720
1390,3,10,4,3,5.0,47.5682,4580,2710,98075,4580
1391,2,10,2,3,4.0,47.5854,3670,3680,98075,3670
1392,2,11,4,3,4.0,47.6113,5584,5030,98014,5584
1393,1,7,1,3,3.0,47.2016,1570,1650,98022,1570
1394,2,7,2,3,3.0,47.3838,1560,1560,98038,1560
1395,1,7,2,5,3.0,47.7708,1620,1450,98133,1620
1396,1,10,3,3,3.0,47.7318,2980,2570,98052,1820
1397,1,7,3,3,4.0,47.4355,2630,1920,98188,1640
1398,1,7,1,3,3.0,47.5535,1140,1140,98106,1140
1399,1,8,2,4,3.0,47.7489,2130,2860,98072,2130
1400,2,9,2,3,4.0,47.7041,2700,2730,98052,2700
1401,1,7,1,4,3.0,47.739,1690,1840,98028,1140
1402,1,7,1,3,3.0,47.2629,1140,1270,98001,1140
1403,2,8,2,3,4.0,47.4324,2100,2100,98058,2100
1404,2,7,2,3,3.0,47.7346,1780,1571,98155,1780
1405,1,8,1,4,2.0,47.7698,2730,1450,98019,1570
1406,2,8,3,3,4.0,47.4335,3400,1300,98070,2500
1407,2,8,3,3,3.0,47.6865,1600,1500,98117,1240
1408,1,7,3,3,5.0,47.5065,2840,2210,98178,1710
1409,2,10,3,3,4.0,47.6417,3080,2910,98199,2300
1410,2,8,2,3,4.0,47.4522,2870,2590,98058,2540
1411,2,10,2,4,4.0,47.5811,2740,2830,98075,2740
1412,1,7,2,3,3.0,47.2638,1630,1610,98001,1630
1413,2,8,3,4,5.0,47.5757,3480,3030,98040,3480
1414,1,8,2,5,3.0,47.6332,2640,1920,98112,1750
1415,2,9,3,3,4.0,47.5028,2510,1590,98056,2510
1416,2,7,2,3,4.0,47.7233,2520,2130,98019,2520
1417,1,7,1,3,3.0,47.7071,1050,1380,98125,1050
1418,1,7,1,4,3.0,47.7353,1980,1450,98133,1310
1419,1,7,1,3,4.0,47.7622,1360,1540,98028,1360
1420,1,9,1,4,3.0,47.367,1780,2750,98042,1780
1421,1,7,2,4,3.0,47.6771,1460,1690,98052,1460
1422,1,7,1,3,3.0,47.7231,1440,1790,98034,1440
1423,1,7,2,5,3.0,47.6862,1840,1760,98117,1010
1424,1,6,1,3,2.0,47.7145,880,1370,98177,880
1425,2,7,2,3,4.0,47.5117,2340,1310,98146,2340
1426,2,10,4,3,5.0,47.5956,3720,4100,98075,3720
1427,2,8,2,3,4.0,47.5458,1720,2130,98118,1720
1428,1,7,1,3,3.0,47.6567,2500,1300,98107,1450
1429,1,8,2,3,2.0,47.6238,1880,1590,98112,1880
1430,2,7,2,3,3.0,47.5382,2420,2420,98065,2420
1431,1,7,2,4,3.0,47.7017,1230,1660,98052,1230
1432,1,7,1,3,3.0,47.7766,960,1120,98155,960
1433,1,8,1,4,3.0,47.5608,1850,2220,98027,1850
1434,1,7,1,3,2.0,47.6892,910,1040,98115,910
1435,2,9,2,3,3.0,47.695,2610,2610,98033,2610
1436,1,7,1,3,5.0,47.7226,1900,1690,98034,1130
1437,2,7,2,3,4.0,47.5012,3200,2480,98059,3200
1438,1,7,2,4,4.0,47.3782,2330,2050,98030,1400
1439,2,9,2,4,3.0,47.7175,2540,2490,98177,2540
1440,1,7,1,2,2.0,47.6914,1470,1840,98115,1470
1441,1,7,1,4,3.0,47.6729,1210,1640,98107,1210
1442,2,9,3,5,4.0,47.633,3070,2940,98112,2400
1443,1,7,1,3,3.0,47.5695,1270,1560,98126,1270
1444,1,8,2,3,4.0,47.5947,2920,3210,98144,1470
1445,1,8,3,3,4.0,47.5744,3000,1900,98144,1970
1446,1,7,3,5,5.0,47.6845,2750,1900,98115,1750
1447,2,7,2,3,4.0,47.3546,1630,1830,98038,1630
1448,1,7,1,5,3.0,47.5549,1840,1840,98108,1050
1449,2,8,3,3,3.0,47.596,1820,1550,98144,1430
1450,2,10,3,3,3.0,47.724,3790,2740,98177,3790
1451,1,8,3,3,3.0,47.6363,2520,1140,98119,1560
1452,1,7,1,4,4.0,47.4558,2100,1600,98058,1050
1453,1,7,1,3,2.0,47.6774,1040,2080,98115,1040
1454,2,10,4,3,5.0,47.3181,4850,1640,98023,4850
1455,2,9,2,3,4.0,47.679,3330,2640,98052,3330
1456,1,7,2,3,3.0,47.423,1680,1420,98031,1240
1457,3,9,2,3,3.0,47.5532,1750,1750,98118,1750
1458,1,7,1,4,3.0,47.7629,1650,2830,98028,1650
1459,1,7,1,5,3.0,47.7412,1320,1210,98133,1320
1460,1,7,1,3,3.0,47.3776,1670,1650,98042,1320
1461,1,8,2,3,4.0,47.6535,1850,2090,98052,1430
1462,1,9,2,3,4.0,47.2582,3250,1600,98092,3250
1463,1,8,1,3,3.0,47.7692,1930,1930,98072,1930
1464,1,7,1,3,3.0,47.5297,2000,2000,98118,1520
1465,1,7,1,4,3.0,47.5292,1600,1460,98106,1150
1466,1,8,2,5,3.0,47.6496,2510,1820,98199,1810
1467,2,10,4,3,5.0,47.664,4590,3030,98033,4590
1468,2,7,2,3,4.0,47.5003,1810,1810,98059,1810
1469,2,11,3,3,4.0,47.581,4060,3220,98040,4060
1470,2,7,1,3,3.0,47.7427,1810,1420,98072,1810
1471,1,7,2,5,3.0,47.7294,1560,1970,98034,1560
1472,2,8,2,3,4.0,47.3636,1982,2340,98030,1982
1473,2,9,2,3,3.0,47.5464,2810,2910,98006,2810
1474,2,9,2,3,5.0,47.5977,3390,3210,98075,3390
1475,1,7,2,4,4.0,47.5942,1940,1460,98007,1430
1476,1,7,1,3,3.0,47.7683,1570,1570,98177,1570
1477,1,8,2,3,4.0,47.6835,2680,1950,98033,1380
1478,3,7,2,3,3.0,47.6772,1590,1260,98117,1590
1479,2,8,2,3,3.0,47.7557,1870,2000,98011,1870
1480,2,10,3,3,4.0,47.5623,3160,2400,98040,3160
1481,2,8,3,4,3.0,47.6481,3250,1840,98199,2370
1482,1,8,2,3,2.0,47.7017,2160,2315,98053,2160
1483,2,8,2,3,3.0,47.5754,1760,1960,98029,1760
1484,1,7,2,4,3.0,47.4042,1440,1680,98031,1000
1485,1,7,2,3,3.0,47.7538,1950,1300,98155,1350
1486,2,11,3,3,4.0,47.5443,5940,4240,98065,4950
1487,1,7,2,3,4.0,47.2917,1720,1520,98092,1120
1488,3,7,1,3,3.0,47.7145,1255,1307,98125,1255
1489,1,6,1,3,2.0,47.4889,1180,1780,98178,1180
1490,2,9,2,3,3.0,47.6735,2330,2640,98107,1410
1491,1,7,1,4,3.0,47.7314,900,1960,98034,900
1492,2,7,1,3,2.0,47.5998,1180,1170,98144,990
1493,2,9,2,3,4.0,47.5878,2290,2290,98004,2290
1494,1,6,1,3,3.0,47.5095,1200,1280,98168,920
1495,1,7,2,4,5.0,47.7325,2330,1830,98028,1190
1496,1,6,1,4,3.0,47.4729,910,1650,98166,910
1497,1,7,1,3,3.0,47.5663,1150,1390,98126,1150
1498,2,8,3,3,3.0,47.5359,2710,2440,98027,1650
1499,2,7,2,3,3.0,47.6364,2370,3100,98053,2370
1500,2,7,4,3,4.0,47.5849,1960,1920,98116,1960
1501,1,7,1,5,5.0,47.4207,1410,1400,98198,960
1502,1,7,2,4,4.0,47.482,1930,1220,98168,1030
1503,1,6,1,3,2.0,47.6576,920,1570,98103,920
1504,3,8,3,3,3.0,47.7175,1296,1520,98125,1296
1505,2,9,3,3,4.0,47.6907,3720,1610,98033,3720
1506,2,7,2,3,2.0,47.5592,1280,1280,98118,1080
1507,1,8,1,3,3.0,47.5406,2310,2830,98027,1760
1508,2,8,2,3,3.0,47.3667,1658,1658,98198,1658
1509,2,9,2,3,3.0,47.7065,2810,2870,98052,2810
1510,1,10,2,3,4.0,47.6709,3240,3490,98105,2260
1511,2,8,1,5,4.0,47.666,2330,2040,98105,1300
1512,1,8,2,4,3.0,47.5785,2300,2100,98144,2000
1513,1,7,2,4,4.0,47.2995,1830,1730,98023,1200
1514,1,7,1,3,3.0,47.6913,1400,1400,98117,870
1515,2,7,2,3,2.0,47.5854,1050,1120,98144,1050
1516,2,10,2,3,4.0,47.3011,3753,3494,98023,3336
1517,1,7,1,3,3.0,47.6911,1980,1400,98103,1270
1518,1,8,1,4,5.0,47.6348,2680,2900,98004,1450
1519,2,8,2,3,3.0,47.569,1720,1780,98029,1720
1520,2,8,2,3,3.0,47.3293,1680,1860,98092,1680
1521,1,6,1,4,3.0,47.4759,1430,1560,98166,1430
1522,1,6,1,4,2.0,47.7508,1060,1260,98133,1060
1523,1,9,4,3,7.0,47.6029,3150,2390,98007,3150
1524,1,7,1,3,3.0,47.7427,1160,1160,98077,1160
1525,2,8,2,3,4.0,47.5325,2680,2540,98065,2680
1526,1,7,2,4,3.0,47.2718,2030,1980,98001,1220
1527,2,7,2,4,3.0,47.5713,1650,1280,98116,1650
1528,2,7,2,3,2.0,47.3089,1390,1390,98003,1390
1529,1,7,1,4,3.0,47.584,1490,2310,98004,1140
1530,1,7,2,5,5.0,47.6875,1940,1700,98115,970
1531,1,5,1,4,2.0,47.305,780,880,98002,780
1532,2,10,3,5,8.0,47.631,4440,4440,98112,3140
1533,1,9,2,4,6.0,47.5833,2300,2720,98040,2300
1534,1,9,2,3,3.0,47.3657,1980,2200,98042,1980
1535,1,6,1,4,3.0,47.6546,800,1480,98103,800
1536,1,6,1,4,3.0,47.5353,1300,1420,98106,650
1537,1,7,1,4,3.0,47.7137,1610,1230,98125,1610
1538,2,9,2,3,3.0,47.6218,2190,2470,98074,2190
1539,1,7,1,4,2.0,47.6565,1270,1410,98103,960
1540,1,8,3,3,3.0,47.5073,3890,1820,98178,2390
1541,2,9,2,5,4.0,47.6796,2410,2150,98117,1800
1542,1,7,2,4,3.0,47.3542,1480,1680,98038,1480
1543,2,9,2,3,4.0,47.4295,2798,2358,98055,2798
1544,2,7,2,3,3.0,47.3909,2060,2060,98032,2060
1545,2,9,2,3,4.0,47.6245,3040,1260,98102,2100
1546,2,9,2,3,4.0,47.5159,3150,3030,98056,3150
1547,1,9,2,3,3.0,47.3081,2400,2400,98023,2400
1548,1,7,1,4,3.0,47.7558,1430,1780,98028,1430
1549,1,7,1,3,3.0,47.3162,1300,1640,98092,1300
1550,1,7,1,3,3.0,47.5686,1100,1200,98116,1100
1551,1,7,1,3,3.0,47.6441,1820,2030,98053,1250
1552,1,6,1,4,3.0,47.3224,1340,1320,98042,1340
1553,1,7,1,3,3.0,47.4051,1310,1440,98198,1310
1554,2,10,3,3,4.0,47.5933,2980,2200,98144,2140
1555,2,9,2,4,4.0,47.569,2920,2310,98024,2920
1556,2,9,2,3,3.0,47.5419,2510,1790,98136,2510
1557,2,9,2,3,4.0,47.2902,3090,3610,98023,3090
1558,1,7,1,4,3.0,47.7758,1390,1440,98155,1390
1559,2,8,2,3,3.0,47.288,2495,2434,98001,2495
1560,1,5,1,4,2.0,47.4965,720,860,98056,720
1561,1,7,1,3,2.0,47.6902,1080,1530,98117,1080
1562,1,8,2,3,3.0,47.5495,1970,3030,98136,1100
1563,1,8,1,3,2.0,47.7141,1350,1665,98053,1350
1564,1,6,1,3,3.0,47.528,820,1470,98106,820
1565,1,7,1,4,3.0,47.3427,1560,1460,98001,1040
1566,2,9,3,3,4.0,47.5588,3910,3770,98029,3130
1567,1,7,2,3,3.0,47.5568,1660,1660,98136,1660
1568,1,6,1,4,2.0,47.4949,1320,1190,98168,1320
1569,2,8,2,3,4.0,47.6119,2990,3110,98074,2990
1570,1,9,2,3,4.0,47.7219,2510,3180,98034,2510
1571,1,7,1,3,3.0,47.367,1100,1570,98042,1100
1572,1,8,2,3,4.0,47.6053,2020,1840,98122,1010
1573,1,7,2,4,3.0,47.4375,1720,2000,98058,1720
1574,2,7,2,3,3.0,47.4787,2250,2250,98059,2250
1575,1,9,2,5,6.0,47.5739,3610,2890,98075,2070
1576,1,10,3,3,6.0,47.34,4250,3370,98003,2150
1577,2,7,2,5,3.0,47.6973,1550,2610,98033,1550
1578,1,7,1,3,3.0,47.5677,1700,2080,98118,1700
1579,1,7,4,3,7.0,47.7302,4140,1440,98125,2070
1580,1,8,1,3,2.0,47.586,2320,2380,98144,1720
1581,1,7,1,4,4.0,47.5965,2040,1490,98007,1020
1582,1,5,1,3,2.0,47.4217,740,1230,98031,740
1583,2,8,2,3,3.0,47.7453,3160,2720,98011,2650
1584,2,9,2,3,4.0,47.7649,2740,2740,98077,2740
1585,1,7,1,3,3.0,47.737,1300,2040,98028,1300
1586,1,7,1,5,3.0,47.6496,1110,1420,98199,1110
1587,1,7,2,3,3.0,47.5374,1300,1300,98118,900
1588,2,11,3,3,4.0,47.5355,4260,3540,98040,4260
1589,1,6,1,3,2.0,47.7257,800,1530,98125,800
1590,2,7,2,5,3.0,47.6784,2690,1800,98115,1840
1591,1,6,1,4,3.0,47.2666,1210,1310,98001,1210
1592,1,8,2,4,3.0,47.6365,2520,1960,98119,1410
1593,1,7,2,4,4.0,47.739,1680,1890,98028,1080
1594,2,9,3,3,4.0,47.5394,4490,4290,98065,3390
1595,1,11,3,3,4.0,47.5744,4700,2240,98116,2520
1596,1,7,2,5,3.0,47.3182,1400,1270,98003,1400
1597,1,7,1,4,3.0,47.4737,1430,1590,98059,1430
1598,2,8,2,3,4.0,47.6852,2000,1610,98115,2000
1599,1,7,2,5,4.0,47.5816,2230,1960,98075,1450
1600,1,7,1,5,2.0,47.6896,2080,1310,98117,1080
1601,2,8,3,3,4.0,47.3577,2230,2060,98030,2230
1602,1,7,1,3,3.0,47.6056,1580,1730,98005,1150
1603,1,8,1,4,2.0,47.6209,2050,2980,98004,2050
1604,3,8,3,3,2.0,47.6534,1400,1400,98103,1400
1605,2,10,2,3,4.0,47.6328,3420,3230,98074,3420
1606,2,9,2,4,4.0,47.6756,3650,3140,98115,2530
1607,2,8,3,3,4.0,47.6932,2580,3440,98053,2580
1608,2,8,2,3,4.0,47.7731,2360,2360,98011,2360
1609,1,5,2,5,2.0,47.3025,1700,1380,98002,850
1610,2,7,1,3,2.0,47.5188,880,1070,98126,880
1611,1,5,1,1,4.0,47.6621,1660,2160,98052,930
1612,1,7,2,5,3.0,47.6685,2280,1650,98103,1280
1613,2,9,2,3,3.0,47.6482,2180,2300,98074,2180
1614,1,6,1,3,4.0,47.5131,1450,1440,98146,990
1615,2,8,2,3,3.0,47.4482,1680,2080,98058,1680
1616,2,7,2,3,3.0,47.7042,1840,1670,98034,1840
1617,1,7,1,3,3.0,47.7529,1180,1470,98155,1180
1618,1,7,1,3,2.0,47.3839,830,1030,98038,830
1619,1,6,2,5,4.0,47.55,1480,1480,98108,740
1620,1,8,2,4,4.0,47.6076,1960,2160,98004,1290
1621,1,8,2,5,4.0,47.678,2300,1670,98117,1550
1622,2,7,2,3,4.0,47.4753,2290,1710,98058,2290
1623,2,9,2,3,4.0,47.521,3310,3200,98065,3310
1624,2,9,2,3,4.0,47.5346,2760,2640,98056,2760
1625,1,5,1,3,2.0,47.4857,1500,1300,98055,880
1626,3,7,2,3,3.0,47.6774,1360,1365,98115,1310
1627,2,7,1,4,2.0,47.6412,710,1370,98102,710
1628,1,7,2,4,5.0,47.7056,2450,1310,98133,1240
1629,3,12,4,4,6.0,47.5552,6980,3930,98040,5330
1630,1,7,2,3,3.0,47.6614,1240,1350,98053,1240
1631,2,7,2,3,4.0,47.4991,2040,2020,98168,2040
1632,1,5,1,3,2.0,47.4727,900,2060,98168,900
1633,2,8,2,3,4.0,47.6333,2440,2560,98053,2440
1634,1,7,1,3,3.0,47.7112,1460,2330,98133,1100
1635,2,8,2,3,3.0,47.4088,2590,3170,98038,1980
1636,2,9,2,3,3.0,47.6199,2390,2540,98074,2390
1637,1,6,1,4,2.0,47.585,1320,1320,98144,1320
1638,1,7,1,3,2.0,47.6782,1260,1510,98117,1040
1639,2,7,1,3,3.0,47.3819,1590,1490,98198,1590
1640,1,8,1,4,3.0,47.3133,1950,2450,98042,1950
1641,2,8,1,3,3.0,47.6887,2240,1690,98115,1370
1642,1,9,1,3,3.0,47.7443,2930,2740,98072,2030
1643,2,9,2,3,3.0,47.5151,2930,2760,98065,2930
1644,1,7,2,4,5.0,47.7743,1930,2040,98028,1020
1645,1,7,1,5,4.0,47.4801,1700,1560,98059,1120
1646,1,7,1,3,2.0,47.6999,910,1260,98115,910
1647,2,11,3,3,4.0,47.5261,4140,4140,98059,4140
1648,3,8,2,3,2.0,47.6842,1000,980,98117,1000
1649,1,7,1,4,4.0,47.5275,1990,1240,98126,1190
1650,1,6,1,5,2.0,47.228,900,1810,98022,900
1651,1,7,1,5,4.0,47.6766,1640,1300,98117,920
1652,1,7,2,3,4.0,47.7157,1240,1150,98125,800
1653,1,7,1,4,4.0,47.3068,1880,1840,98023,1180
1654,1,7,1,4,3.0,47.5659,2600,1320,98126,1400
1655,1,7,2,4,4.0,47.2922,1720,1510,98023,1120
1656,2,7,2,3,3.0,47.6384,2620,2570,98053,2620
1657,1,9,2,4,6.0,47.3376,4410,2600,98003,2350
1658,2,10,2,3,3.0,47.5605,2770,2890,98006,2770
1659,1,8,3,4,5.0,47.6724,2170,2070,98115,1450
1660,1,7,2,4,3.0,47.6859,1480,1250,98117,750
1661,1,7,2,3,3.0,47.4653,2270,2150,98058,1380
1662,1,7,1,3,5.0,47.7182,1880,1580,98034,960
1663,2,10,3,3,5.0,47.6151,5960,2810,98008,4770
1664,1,10,3,5,4.0,47.6319,4730,3710,98112,4270
1665,1,6,1,3,2.0,47.4711,1110,2240,98168,1110
1666,1,8,2,3,4.0,47.6503,2280,1720,98119,1960
1667,1,7,1,3,3.0,47.4427,1590,1630,98188,1090
1668,2,9,2,4,4.0,47.5759,2920,1810,98029,2920
1669,1,7,2,5,3.0,47.6732,2330,1870,98115,1520
1670,1,7,1,3,3.0,47.5355,1590,1780,98136,1590
1671,1,9,3,3,3.0,47.3448,2600,2220,98198,1890
1672,1,8,2,4,4.0,47.7689,2590,1550,98028,1340
1673,2,9,3,3,3.0,47.6374,1730,1710,98119,1320
1674,1,6,1,3,3.0,47.4762,1010,1740,98168,1010
1675,1,7,1,4,4.0,47.6648,1600,1610,98103,1600
1676,1,7,1,5,3.0,47.688,2110,1360,98033,1110
1677,1,7,1,3,4.0,47.7224,1390,1630,98133,1140
1678,2,10,3,3,4.0,47.6398,4430,3930,98039,4430
1679,2,8,2,3,4.0,47.4862,2320,2310,98059,2320
1680,1,6,1,3,2.0,47.5614,810,1040,98118,810
1681,1,6,1,4,2.0,47.7049,820,1520,98133,820
1682,1,7,1,4,3.0,47.3658,1470,1760,98042,1470
1683,1,7,1,4,3.0,47.4075,1270,1380,98031,1270
1684,1,7,1,2,3.0,47.5292,1250,1130,98108,1030
1685,1,6,1,3,2.0,47.4499,950,1160,98058,950
1686,1,7,2,3,4.0,47.7418,1670,1860,98028,1670
1687,1,8,1,4,3.0,47.5239,1940,2160,98136,1440
1688,2,7,2,3,4.0,47.4692,1530,1500,98058,1530
1689,2,8,2,3,3.0,47.3058,2080,2660,98023,2080
1690,2,9,2,3,4.0,47.5965,2620,2590,98075,2620
1691,1,7,2,5,4.0,47.5331,2240,1340,98106,1120
1692,1,8,3,4,5.0,47.6154,2900,2590,98005,1890
1693,2,8,2,3,5.0,47.7379,2630,2020,98019,2630
1694,2,11,4,3,4.0,47.6437,4960,2160,98109,3680
1695,1,7,1,4,3.0,47.5158,2180,2130,98118,1090
1696,2,7,2,3,3.0,47.776,1860,1870,98028,1860
1697,2,12,3,4,4.0,47.6395,5550,2980,98039,3350
1698,1,6,1,4,3.0,47.686,1680,1540,98103,840
1699,1,7,1,3,4.0,47.513,1290,1440,98146,1290
1700,1,8,1,3,3.0,47.6534,1700,2010,98199,1460
1701,1,7,1,4,3.0,47.5646,2580,2280,98006,1290
1702,1,7,2,3,3.0,47.3553,1590,1540,98001,1090
1703,1,8,1,3,2.0,47.7182,1340,1350,98053,1340
1704,2,9,2,3,3.0,47.7127,2780,1760,98034,2780
1705,1,7,1,4,3.0,47.5583,1920,1190,98126,960
1706,1,6,1,3,3.0,47.6101,1220,1200,98122,1220
1707,1,7,2,3,3.0,47.5523,1060,1080,98126,1060
1708,2,9,2,3,4.0,47.5717,2560,2780,98029,2560
1709,1,8,2,3,4.0,47.6782,2600,2600,98115,1560
1710,1,7,2,4,3.0,47.5255,1330,1140,98108,630
1711,1,10,3,3,4.0,47.6344,4140,4020,98004,3300
1712,2,8,2,3,3.0,47.4624,2200,2190,98058,2200
1713,1,7,1,4,2.0,47.6786,1890,1670,98117,1890
1714,2,8,2,3,4.0,47.484,2620,2790,98045,2620
1715,1,7,1,4,3.0,47.7412,1200,1220,98072,1200
1716,1,7,2,4,4.0,47.5905,2340,2470,98075,1170
1717,1,8,2,3,5.0,47.7709,3090,2560,98011,2990
1718,2,8,2,3,4.0,47.515,2720,2590,98065,2720
1719,1,7,2,3,3.0,47.7241,1820,1850,98034,1260
1720,1,7,2,3,5.0,47.5754,2220,1580,98144,1230
1721,2,9,2,3,3.0,47.448,2260,2750,98058,2260
1722,2,9,3,3,4.0,47.6826,3760,1340,98117,2860
1723,1,8,3,4,4.0,47.5683,2840,1840,98118,2060
1724,1,7,2,3,3.0,47.5299,1550,1840,98106,1150
1725,1,7,1,3,3.0,47.4574,1050,1220,98166,1050
1726,1,7,1,3,3.0,47.5274,1210,1680,98106,1210
1727,1,7,1,3,3.0,47.4851,1510,2290,98045,1240
1728,1,10,2,4,6.0,47.5601,5700,3690,98006,2850
1729,1,8,1,4,2.0,47.3804,1220,1180,98198,1220
1730,2,8,2,3,4.0,47.3829,2280,2250,98030,2280
1731,2,8,2,3,3.0,47.6363,1950,1860,98074,1950
1732,2,8,3,3,5.0,47.7228,3990,2080,98125,3090
1733,1,10,4,5,7.0,47.4812,4290,2810,98027,4290
1734,1,6,1,3,2.0,47.5261,1880,1280,98126,940
1735,2,7,2,3,3.0,47.7611,1490,1580,98028,1490
1736,1,8,2,5,4.0,47.7415,1820,1270,98072,1340
1737,2,7,2,3,2.0,47.5634,1240,1520,98108,1240
1738,2,9,2,3,4.0,47.7039,2310,1260,98177,2310
1739,2,10,3,3,4.0,47.3241,4240,3590,98023,3550
1740,1,6,1,4,2.0,47.5756,940,980,98116,940
1741,2,10,2,3,3.0,47.5611,3060,3060,98006,3060
1742,2,8,2,3,4.0,47.3782,2910,2740,98042,2910
1743,2,7,2,3,2.0,47.638,1540,2280,98053,1540
1744,1,7,2,3,4.0,47.6889,2310,1580,98103,1490
1745,1,8,2,3,4.0,47.5605,2060,2180,98006,1440
1746,1,8,1,5,4.0,47.7081,3420,2450,98125,1770
1747,1,8,1,3,3.0,47.7061,2000,1890,98177,2000
1748,1,8,2,5,4.0,47.704,3190,1100,98125,2210
1749,1,7,1,4,2.0,47.5258,1090,990,98126,730
1750,1,6,1,4,2.0,47.5619,1000,1500,98108,1000
1751,2,7,2,4,2.0,47.373,1730,1400,98070,1730
1752,1,9,2,3,3.0,47.435,2120,2660,98058,2120
1753,1,10,2,3,3.0,47.6359,2670,2740,98074,2670
1754,2,11,3,3,5.0,47.5873,4180,2950,98004,4180
1755,2,9,2,4,4.0,47.5309,3150,3200,98040,3150
1756,1,9,2,4,3.0,47.6567,2090,2730,98105,2090
1757,2,8,2,3,2.0,47.622,1740,1640,98112,1210
1758,1,8,1,4,4.0,47.5345,2500,3750,98040,1500
1759,1,6,2,3,3.0,47.2804,1560,1120,98001,1560
1760,2,8,2,3,3.0,47.5916,2675,2300,98075,2675
1761,2,8,2,3,5.0,47.6288,2080,2030,98074,2080
1762,3,9,2,3,3.0,47.6073,1760,1346,98122,1760
1763,2,9,2,3,4.0,47.7742,2550,2460,98072,2550
1764,2,7,2,3,3.0,47.4802,1960,2560,98056,1960
1765,2,9,2,3,3.0,47.691,2460,2540,98052,2460
1766,2,10,3,3,5.0,47.5842,3640,3330,98008,2540
1767,1,7,1,4,3.0,47.7148,1620,1380,98034,1090
1768,1,6,1,3,1.0,47.5243,750,1770,98136,750
1769,1,7,1,3,3.0,47.3945,1790,1840,98198,1040
1770,2,10,1,4,4.0,47.6348,2780,2600,98074,2780
1771,2,9,3,3,4.0,47.5859,3480,2380,98144,2580
1772,2,8,2,4,4.0,47.639,2630,2670,98004,2630
1773,2,8,1,5,3.0,47.7145,1840,2100,98177,1840
1774,1,8,2,4,5.0,47.6236,3990,2090,98112,1990
1775,2,7,2,3,3.0,47.3658,1950,1870,98038,1950
1776,2,8,3,5,5.0,47.5373,3160,2360,98040,3160
1777,1,7,2,3,3.0,47.6859,1810,1518,98103,1810
1778,2,8,2,3,2.0,47.6962,1175,1710,98103,740
1779,1,8,2,4,4.0,47.5638,1990,1810,98126,1420
1780,1,8,1,4,3.0,47.4669,2770,2420,98027,1580
1781,1,7,2,5,4.0,47.6534,2360,1720,98199,1260
1782,1,7,1,3,3.0,47.7543,950,1240,98155,950
1783,2,7,2,3,3.0,47.5345,1410,1490,98027,1290
1784,1,7,1,5,2.0,47.7184,1110,1410,98133,1000
1785,1,6,1,3,3.0,47.4698,1450,1510,98168,1050
1786,1,7,2,3,3.0,47.6557,1840,1780,98105,920
1787,1,8,1,4,3.0,47.6777,2160,1290,98115,1390
1788,1,8,2,5,4.0,47.6202,2430,2140,98007,1670
1789,1,7,1,4,2.0,47.6994,1170,2130,98103,970
1790,1,7,1,3,3.0,47.5557,1890,1440,98118,1290
1791,2,9,2,3,4.0,47.5317,3190,2630,98065,3190
1792,1,8,2,3,5.0,47.5916,2910,2910,98075,1590
1793,2,8,2,4,4.0,47.7279,2150,2230,98052,2150
1794,2,8,2,3,3.0,47.3203,2680,2340,98092,2680
1795,2,9,2,3,3.0,47.6909,2610,2320,98052,2610
1796,1,7,1,3,3.0,47.5086,1990,2130,98178,1320
